2, [1, 1], relu
0.6 : 25336, 1352
0.7 : 25336, 1352
0.8 : 25337, 1351
0.9 : 24666, 2022
1 : 26688, 0
====================
2, [1, 32], relu
epoch: 0, loss: 0.07275717705488205
epoch: 1, loss: 0.04250311106443405
epoch: 2, loss: 0.042483892291784286
epoch: 3, loss: 0.042433541268110275
epoch: 4, loss: 0.04246269911527634
epoch: 5, loss: 0.0424281507730484
epoch: 6, loss: 0.042438704520463943
epoch: 7, loss: 0.04245975613594055
epoch: 8, loss: 0.042436014860868454
epoch: 9, loss: 0.04244168475270271
epoch: 10, loss: 0.04243716597557068
epoch: 11, loss: 0.04239910840988159
epoch: 12, loss: 0.04246324673295021
epoch: 13, loss: 0.042438820004463196
epoch: 14, loss: 0.04240037128329277
epoch: 15, loss: 0.042460691183805466
epoch: 16, loss: 0.04243337735533714
epoch: 17, loss: 0.042414017021656036
epoch: 18, loss: 0.04240696132183075
epoch: 19, loss: 0.042428139597177505
0 : 13344, 13344
0.1 : 24207, 2481
0.2 : 24211, 2477
0.3 : 25012, 1676
0.4 : 25336, 1352
0.5 : 25336, 1352
0.6 : 25336, 1352
0.7 : 25336, 1352
0.8 : 25337, 1351
0.9 : 24666, 2022
1 : 26688, 0
====================
2, [2, 1], relu
epoch: 0, loss: 0.2500085234642029
epoch: 1, loss: 0.25000545382499695
epoch: 2, loss: 0.25001224875450134
epoch: 3, loss: 0.2500128746032715
epoch: 4, loss: 0.24999801814556122
epoch: 5, loss: 0.2500036656856537
epoch: 6, loss: 0.2500143349170685
epoch: 7, loss: 0.25001397728919983
epoch: 8, loss: 0.2500167489051819
epoch: 9, loss: 0.25001293420791626
epoch: 10, loss: 0.24999818205833435
epoch: 11, loss: 0.250019371509552
epoch: 12, loss: 0.2500099837779999
epoch: 13, loss: 0.2500047981739044
epoch: 14, loss: 0.25001925230026245
epoch: 15, loss: 0.2499978095293045
epoch: 16, loss: 0.25001630187034607
epoch: 17, loss: 0.25001293420791626
epoch: 18, loss: 0.2500167191028595
epoch: 19, loss: 0.2500007450580597
0 : 13344, 13344
0.1 : 13344, 13344
0.2 : 13344, 13344
0.3 : 13344, 13344
0.4 : 13344, 13344
0.5 : 13344, 13344
0.6 : 13344, 13344
0.7 : 13344, 13344
0.8 : 13344, 13344
0.9 : 13344, 13344
1 : 26688, 0
====================
2, [2, 2], relu
epoch: 0, loss: 0.11021535098552704
epoch: 1, loss: 0.04767639562487602
epoch: 2, loss: 0.04439650475978851
epoch: 3, loss: 0.043687570840120316
epoch: 4, loss: 0.04335822910070419
epoch: 5, loss: 0.04318861663341522
epoch: 6, loss: 0.04299650713801384
epoch: 7, loss: 0.04292112588882446
epoch: 8, loss: 0.042829133570194244
epoch: 9, loss: 0.04280098155140877
epoch: 10, loss: 0.04274998605251312
epoch: 11, loss: 0.04270579665899277
epoch: 12, loss: 0.042653318494558334
epoch: 13, loss: 0.04253870248794556
epoch: 14, loss: 0.04247528314590454
epoch: 15, loss: 0.04244792461395264
epoch: 16, loss: 0.04245899245142937
epoch: 17, loss: 0.042439237236976624
epoch: 18, loss: 0.04242292419075966
epoch: 19, loss: 0.042417656630277634
0 : 13344, 13344
0.1 : 24207, 2481
0.2 : 24211, 2477
0.3 : 24965, 1723
0.4 : 25333, 1355
0.5 : 25336, 1352
0.6 : 25336, 1352
0.7 : 25336, 1352
0.8 : 25337, 1351
0.9 : 24666, 2022
1 : 26688, 0
====================
2, [2, 4], relu
epoch: 0, loss: 0.088516965508461
epoch: 1, loss: 0.04425829276442528
epoch: 2, loss: 0.04263915494084358
epoch: 3, loss: 0.04247669503092766
epoch: 4, loss: 0.04242939129471779
epoch: 5, loss: 0.042448725551366806
epoch: 6, loss: 0.04244489595293999
epoch: 7, loss: 0.042423099279403687
epoch: 8, loss: 0.04241913557052612
epoch: 9, loss: 0.04243641346693039
epoch: 10, loss: 0.042414646595716476
epoch: 11, loss: 0.042416319251060486
epoch: 12, loss: 0.042415160685777664
epoch: 13, loss: 0.04240439087152481
epoch: 14, loss: 0.04243520647287369
epoch: 15, loss: 0.042418789118528366
epoch: 16, loss: 0.04242011159658432
epoch: 17, loss: 0.0424330048263073
epoch: 18, loss: 0.04240839555859566
epoch: 19, loss: 0.042397625744342804
0 : 13344, 13344
0.1 : 24207, 2481
0.2 : 24965, 1723
0.3 : 25333, 1355
0.4 : 25336, 1352
0.5 : 25336, 1352
0.6 : 25336, 1352
0.7 : 25337, 1351
0.8 : 24666, 2022
0.9 : 24177, 2511
1 : 26688, 0
====================
2, [2, 8], relu
epoch: 0, loss: 0.0852094441652298
epoch: 1, loss: 0.04287442937493324
epoch: 2, loss: 0.042559944093227386
epoch: 3, loss: 0.04246759042143822
epoch: 4, loss: 0.042406581342220306
epoch: 5, loss: 0.04234198108315468
epoch: 6, loss: 0.04237516224384308
epoch: 7, loss: 0.04231515899300575
epoch: 8, loss: 0.04237550497055054
epoch: 9, loss: 0.04232971742749214
epoch: 10, loss: 0.04237857088446617
epoch: 11, loss: 0.0423637256026268
epoch: 12, loss: 0.04237411916255951
epoch: 13, loss: 0.0423591285943985
epoch: 14, loss: 0.04235000163316727
epoch: 15, loss: 0.04234268143773079
epoch: 16, loss: 0.04235689714550972
epoch: 17, loss: 0.04234859347343445
epoch: 18, loss: 0.04229288548231125
epoch: 19, loss: 0.04234389215707779
0 : 13344, 13344
0.1 : 24207, 2481
0.2 : 24965, 1723
0.3 : 25012, 1676
0.4 : 25336, 1352
0.5 : 25336, 1352
0.6 : 25336, 1352
0.7 : 25337, 1351
0.8 : 25337, 1351
0.9 : 24664, 2024
1 : 26688, 0
====================
2, [2, 16], relu
epoch: 0, loss: 0.071910060942173
epoch: 1, loss: 0.04274854063987732
epoch: 2, loss: 0.04249829426407814
epoch: 3, loss: 0.04249719902873039
epoch: 4, loss: 0.042486075311899185
epoch: 5, loss: 0.042466774582862854
epoch: 6, loss: 0.04242468625307083
epoch: 7, loss: 0.04242011159658432
epoch: 8, loss: 0.04243244230747223
epoch: 9, loss: 0.04246427118778229
epoch: 10, loss: 0.042471613734960556
epoch: 11, loss: 0.042455658316612244
epoch: 12, loss: 0.04242892190814018
epoch: 13, loss: 0.04239886626601219
epoch: 14, loss: 0.04244190454483032
epoch: 15, loss: 0.04244966059923172
epoch: 16, loss: 0.042423032224178314
epoch: 17, loss: 0.042438507080078125
epoch: 18, loss: 0.04239938408136368
epoch: 19, loss: 0.0424024760723114
0 : 13344, 13344
0.1 : 24207, 2481
0.2 : 24207, 2481
0.3 : 25012, 1676
0.4 : 25336, 1352
0.5 : 25336, 1352
0.6 : 25336, 1352
0.7 : 25336, 1352
0.8 : 25336, 1352
0.9 : 24666, 2022
1 : 26688, 0
====================
2, [2, 32], relu
epoch: 0, loss: 0.23125508427619934
epoch: 1, loss: 0.22887420654296875
epoch: 2, loss: 0.2288578301668167
epoch: 3, loss: 0.22886857390403748
epoch: 4, loss: 0.22886188328266144
epoch: 5, loss: 0.22887225449085236
epoch: 6, loss: 0.22885440289974213
epoch: 7, loss: 0.22883090376853943
epoch: 8, loss: 0.22884702682495117
epoch: 9, loss: 0.228835791349411
epoch: 10, loss: 0.22884541749954224
epoch: 11, loss: 0.22882099449634552
epoch: 12, loss: 0.22884953022003174
epoch: 13, loss: 0.22882968187332153
epoch: 14, loss: 0.2288348376750946
epoch: 15, loss: 0.22883133590221405
epoch: 16, loss: 0.22882360219955444
epoch: 17, loss: 0.22879549860954285
epoch: 18, loss: 0.22862805426120758
epoch: 19, loss: 0.22860486805438995
0 : 13344, 13344
0.1 : 15589, 11099
0.2 : 15589, 11099
0.3 : 15639, 11049
0.4 : 15639, 11049
0.5 : 15639, 11049
0.6 : 13344, 13344
0.7 : 13344, 13344
0.8 : 13344, 13344
0.9 : 13344, 13344
1 : 26688, 0
====================
2, [4, 1], relu
epoch: 0, loss: 0.11088049411773682
epoch: 1, loss: 0.0474088080227375
epoch: 2, loss: 0.044289298355579376
epoch: 3, loss: 0.04365505278110504
epoch: 4, loss: 0.04336056113243103
epoch: 5, loss: 0.043182872235774994
epoch: 6, loss: 0.04306086525321007
epoch: 7, loss: 0.04303276538848877
epoch: 8, loss: 0.04298996925354004
epoch: 9, loss: 0.04294591769576073
epoch: 10, loss: 0.04291273280978203
epoch: 11, loss: 0.04288208857178688
epoch: 12, loss: 0.04286980256438255
epoch: 13, loss: 0.04283403977751732
epoch: 14, loss: 0.04284012317657471
epoch: 15, loss: 0.042812954634428024
epoch: 16, loss: 0.04278242588043213
epoch: 17, loss: 0.042792972177267075
epoch: 18, loss: 0.04274911433458328
epoch: 19, loss: 0.04278216511011124
0 : 13344, 13344
0.1 : 24206, 2482
0.2 : 24207, 2481
0.3 : 24961, 1727
0.4 : 25329, 1359
0.5 : 25332, 1356
0.6 : 25336, 1352
0.7 : 25336, 1352
0.8 : 25336, 1352
0.9 : 24176, 2512
1 : 26688, 0
====================
2, [4, 2], relu
epoch: 0, loss: 0.10535009950399399
epoch: 1, loss: 0.046567872166633606
epoch: 2, loss: 0.0436936691403389
epoch: 3, loss: 0.04314282536506653
epoch: 4, loss: 0.042936865240335464
epoch: 5, loss: 0.04281418398022652
epoch: 6, loss: 0.042729418724775314
epoch: 7, loss: 0.04274609312415123
epoch: 8, loss: 0.0426933690905571
epoch: 9, loss: 0.042681824415922165
epoch: 10, loss: 0.042678408324718475
epoch: 11, loss: 0.04264218732714653
epoch: 12, loss: 0.04263857379555702
epoch: 13, loss: 0.04262048378586769
epoch: 14, loss: 0.04262669384479523
epoch: 15, loss: 0.042634885758161545
epoch: 16, loss: 0.04260709509253502
epoch: 17, loss: 0.04260677844285965
epoch: 18, loss: 0.04258076846599579
epoch: 19, loss: 0.042605869472026825
0 : 13344, 13344
0.1 : 24212, 2476
0.2 : 24212, 2476
0.3 : 24966, 1722
0.4 : 25332, 1356
0.5 : 25335, 1353
0.6 : 25335, 1353
0.7 : 25335, 1353
0.8 : 25335, 1353
0.9 : 24173, 2515
1 : 26688, 0
====================
2, [4, 4], relu
epoch: 0, loss: 0.08122257143259048
epoch: 1, loss: 0.04440508782863617
epoch: 2, loss: 0.04266025125980377
epoch: 3, loss: 0.042461004108190536
epoch: 4, loss: 0.042421672493219376
epoch: 5, loss: 0.042412810027599335
epoch: 6, loss: 0.042413096874952316
epoch: 7, loss: 0.04241481423377991
epoch: 8, loss: 0.04238135740160942
epoch: 9, loss: 0.04239855706691742
epoch: 10, loss: 0.04240819811820984
epoch: 11, loss: 0.0423913300037384
epoch: 12, loss: 0.042393866926431656
epoch: 13, loss: 0.04239301756024361
epoch: 14, loss: 0.04236789420247078
epoch: 15, loss: 0.042390696704387665
epoch: 16, loss: 0.042388979345560074
epoch: 17, loss: 0.04237739369273186
epoch: 18, loss: 0.04238438233733177
epoch: 19, loss: 0.042372193187475204
0 : 13344, 13344
0.1 : 24207, 2481
0.2 : 24211, 2477
0.3 : 25012, 1676
0.4 : 25333, 1355
0.5 : 25334, 1354
0.6 : 25334, 1354
0.7 : 25337, 1351
0.8 : 25337, 1351
0.9 : 24664, 2024
1 : 26688, 0
====================
2, [4, 8], relu
epoch: 0, loss: 0.059316232800483704
epoch: 1, loss: 0.04269732907414436
epoch: 2, loss: 0.0425201840698719
epoch: 3, loss: 0.04245811328291893
epoch: 4, loss: 0.04245304316282272
epoch: 5, loss: 0.042405690997838974
epoch: 6, loss: 0.04239678010344505
epoch: 7, loss: 0.042397212237119675
epoch: 8, loss: 0.04241826757788658
epoch: 9, loss: 0.04239468276500702
epoch: 10, loss: 0.042394235730171204
epoch: 11, loss: 0.042412154376506805
epoch: 12, loss: 0.042382851243019104
epoch: 13, loss: 0.04240630567073822
epoch: 14, loss: 0.04237143695354462
epoch: 15, loss: 0.042377110570669174
epoch: 16, loss: 0.042370155453681946
epoch: 17, loss: 0.04238457605242729
epoch: 18, loss: 0.04238620772957802
epoch: 19, loss: 0.04239024221897125
0 : 13344, 13344
0.1 : 24207, 2481
0.2 : 24965, 1723
0.3 : 25333, 1355
0.4 : 25336, 1352
0.5 : 25336, 1352
0.6 : 25336, 1352
0.7 : 25337, 1351
0.8 : 25337, 1351
0.9 : 24664, 2024
1 : 26688, 0
====================
2, [4, 16], relu
epoch: 0, loss: 0.056867681443691254
epoch: 1, loss: 0.04258515685796738
epoch: 2, loss: 0.042479339987039566
epoch: 3, loss: 0.042478397488594055
epoch: 4, loss: 0.04246183857321739
epoch: 5, loss: 0.04245547205209732
epoch: 6, loss: 0.04244457185268402
epoch: 7, loss: 0.0424235574901104
epoch: 8, loss: 0.04245278239250183
epoch: 9, loss: 0.042409513145685196
epoch: 10, loss: 0.042420774698257446
epoch: 11, loss: 0.04241309314966202
epoch: 12, loss: 0.04241875931620598
epoch: 13, loss: 0.042388323694467545
epoch: 14, loss: 0.04243103042244911
epoch: 15, loss: 0.042407695204019547
epoch: 16, loss: 0.04238857701420784
epoch: 17, loss: 0.042405709624290466
epoch: 18, loss: 0.04241557419300079
epoch: 19, loss: 0.042412519454956055
0 : 13344, 13344
0.1 : 24207, 2481
0.2 : 24961, 1727
0.3 : 25012, 1676
0.4 : 25336, 1352
0.5 : 25336, 1352
0.6 : 25336, 1352
0.7 : 25336, 1352
0.8 : 25336, 1352
0.9 : 24175, 2513
1 : 26688, 0
====================
2, [4, 32], relu
epoch: 0, loss: 0.054840218275785446
epoch: 1, loss: 0.04245798662304878
epoch: 2, loss: 0.04240237921476364
epoch: 3, loss: 0.04240822046995163
epoch: 4, loss: 0.04239295423030853
epoch: 5, loss: 0.04235649108886719
epoch: 6, loss: 0.042408332228660583
epoch: 7, loss: 0.04236897826194763
epoch: 8, loss: 0.042367566376924515
epoch: 9, loss: 0.042378611862659454
epoch: 10, loss: 0.042361702769994736
epoch: 11, loss: 0.04235651716589928
epoch: 12, loss: 0.04236690700054169
epoch: 13, loss: 0.04231911152601242
epoch: 14, loss: 0.04231863468885422
epoch: 15, loss: 0.0423341765999794
epoch: 16, loss: 0.0423210933804512
epoch: 17, loss: 0.04233037307858467
epoch: 18, loss: 0.042286671698093414
epoch: 19, loss: 0.042256589978933334
0 : 13344, 13344
0.1 : 24212, 2476
0.2 : 24259, 2429
0.3 : 25013, 1675
0.4 : 25334, 1354
0.5 : 25332, 1356
0.6 : 25335, 1353
0.7 : 25335, 1353
0.8 : 25335, 1353
0.9 : 23925, 2763
1 : 26688, 0
====================
2, [8, 1], relu
epoch: 0, loss: 0.07770135998725891
epoch: 1, loss: 0.04447136074304581
epoch: 2, loss: 0.042637281119823456
epoch: 3, loss: 0.042391493916511536
epoch: 4, loss: 0.04239264875650406
epoch: 5, loss: 0.042374178767204285
epoch: 6, loss: 0.04236811399459839
epoch: 7, loss: 0.042373526841402054
epoch: 8, loss: 0.04236292093992233
epoch: 9, loss: 0.04236191138625145
epoch: 10, loss: 0.04236685857176781
epoch: 11, loss: 0.0423448421061039
epoch: 12, loss: 0.042367707937955856
epoch: 13, loss: 0.04235132783651352
epoch: 14, loss: 0.042336903512477875
epoch: 15, loss: 0.04232288897037506
epoch: 16, loss: 0.0423254631459713
epoch: 17, loss: 0.04233439639210701
epoch: 18, loss: 0.042351216077804565
epoch: 19, loss: 0.042344678193330765
0 : 13344, 13344
0.1 : 24212, 2476
0.2 : 24212, 2476
0.3 : 25013, 1675
0.4 : 25337, 1351
0.5 : 25337, 1351
0.6 : 25337, 1351
0.7 : 25337, 1351
0.8 : 25337, 1351
0.9 : 24666, 2022
1 : 26688, 0
====================
2, [8, 2], relu
epoch: 0, loss: 0.07814806699752808
epoch: 1, loss: 0.04451460763812065
epoch: 2, loss: 0.04277428239583969
epoch: 3, loss: 0.04257305711507797
epoch: 4, loss: 0.04248375818133354
epoch: 5, loss: 0.042483892291784286
epoch: 6, loss: 0.042470723390579224
epoch: 7, loss: 0.04245646297931671
epoch: 8, loss: 0.04246484115719795
epoch: 9, loss: 0.04244018346071243
epoch: 10, loss: 0.042431026697158813
epoch: 11, loss: 0.04244300350546837
epoch: 12, loss: 0.04245100915431976
epoch: 13, loss: 0.04241454228758812
epoch: 14, loss: 0.0424276627600193
epoch: 15, loss: 0.04245655983686447
epoch: 16, loss: 0.04240775480866432
epoch: 17, loss: 0.04242367297410965
epoch: 18, loss: 0.042431242763996124
epoch: 19, loss: 0.042430996894836426
0 : 13344, 13344
0.1 : 24207, 2481
0.2 : 24211, 2477
0.3 : 25012, 1676
0.4 : 25333, 1355
0.5 : 25336, 1352
0.6 : 25336, 1352
0.7 : 25337, 1351
0.8 : 25337, 1351
0.9 : 24666, 2022
1 : 26688, 0
====================
2, [8, 4], relu
epoch: 0, loss: 0.06293250620365143
epoch: 1, loss: 0.042496971786022186
epoch: 2, loss: 0.04240160062909126
epoch: 3, loss: 0.04240192845463753
epoch: 4, loss: 0.042355433106422424
epoch: 5, loss: 0.042338334023952484
epoch: 6, loss: 0.04230201616883278
epoch: 7, loss: 0.0423232764005661
epoch: 8, loss: 0.042317893356084824
epoch: 9, loss: 0.04231139272451401
epoch: 10, loss: 0.04232609644532204
epoch: 11, loss: 0.04231199249625206
epoch: 12, loss: 0.04228106513619423
epoch: 13, loss: 0.0423302948474884
epoch: 14, loss: 0.04229728877544403
epoch: 15, loss: 0.04229968413710594
epoch: 16, loss: 0.04228777810931206
epoch: 17, loss: 0.04230975732207298
epoch: 18, loss: 0.0422995425760746
epoch: 19, loss: 0.042308658361434937
0 : 13344, 13344
0.1 : 24212, 2476
0.2 : 24966, 1722
0.3 : 25334, 1354
0.4 : 25334, 1354
0.5 : 25337, 1351
0.6 : 25337, 1351
0.7 : 25337, 1351
0.8 : 25337, 1351
0.9 : 24666, 2022
1 : 26688, 0
====================
2, [8, 8], relu
epoch: 0, loss: 0.057014100253582
epoch: 1, loss: 0.042779598385095596
epoch: 2, loss: 0.042553555220365524
epoch: 3, loss: 0.04249025881290436
epoch: 4, loss: 0.04248454049229622
epoch: 5, loss: 0.04250212013721466
epoch: 6, loss: 0.04244273528456688
epoch: 7, loss: 0.04242740571498871
epoch: 8, loss: 0.04240383580327034
epoch: 9, loss: 0.042364880442619324
epoch: 10, loss: 0.042393576353788376
epoch: 11, loss: 0.04235820844769478
epoch: 12, loss: 0.04232609644532204
epoch: 13, loss: 0.04233364015817642
epoch: 14, loss: 0.0423208586871624
epoch: 15, loss: 0.04229506850242615
epoch: 16, loss: 0.042294833809137344
epoch: 17, loss: 0.042293015867471695
epoch: 18, loss: 0.04227679222822189
epoch: 19, loss: 0.04229368269443512
0 : 13344, 13344
0.1 : 24212, 2476
0.2 : 24212, 2476
0.3 : 25013, 1675
0.4 : 25337, 1351
0.5 : 25337, 1351
0.6 : 25337, 1351
0.7 : 25337, 1351
0.8 : 25337, 1351
0.9 : 24664, 2024
1 : 26688, 0
====================
2, [8, 16], relu
epoch: 0, loss: 0.05172410607337952
epoch: 1, loss: 0.04265286773443222
epoch: 2, loss: 0.04247448593378067
epoch: 3, loss: 0.042444050312042236
epoch: 4, loss: 0.042420558631420135
epoch: 5, loss: 0.04237733781337738
epoch: 6, loss: 0.042376402765512466
epoch: 7, loss: 0.042298682034015656
epoch: 8, loss: 0.04231453686952591
epoch: 9, loss: 0.04232044890522957
epoch: 10, loss: 0.04234370216727257
epoch: 11, loss: 0.04229460284113884
epoch: 12, loss: 0.04234801605343819
epoch: 13, loss: 0.042293451726436615
epoch: 14, loss: 0.04230349138379097
epoch: 15, loss: 0.04231720790266991
epoch: 16, loss: 0.04231288284063339
epoch: 17, loss: 0.04230223223567009
epoch: 18, loss: 0.04228554666042328
epoch: 19, loss: 0.04228350147604942
0 : 13344, 13344
0.1 : 24212, 2476
0.2 : 25013, 1675
0.3 : 25337, 1351
0.4 : 25337, 1351
0.5 : 25337, 1351
0.6 : 25337, 1351
0.7 : 25337, 1351
0.8 : 25337, 1351
0.9 : 24175, 2513
1 : 26688, 0
====================
2, [8, 32], relu
epoch: 0, loss: 0.0532035306096077
epoch: 1, loss: 0.04255349189043045
epoch: 2, loss: 0.04249347373843193
epoch: 3, loss: 0.04245949909090996
epoch: 4, loss: 0.04248489812016487
epoch: 5, loss: 0.0425032414495945
epoch: 6, loss: 0.0424194261431694
epoch: 7, loss: 0.04243893176317215
epoch: 8, loss: 0.04245660826563835
epoch: 9, loss: 0.04240914806723595
epoch: 10, loss: 0.04239100590348244
epoch: 11, loss: 0.04237467050552368
epoch: 12, loss: 0.04236328974366188
epoch: 13, loss: 0.042330194264650345
epoch: 14, loss: 0.04231826961040497
epoch: 15, loss: 0.04227396473288536
epoch: 16, loss: 0.04230637475848198
epoch: 17, loss: 0.042293015867471695
epoch: 18, loss: 0.042277492582798004
epoch: 19, loss: 0.042221762239933014
0 : 13344, 13344
0.1 : 24208, 2480
0.2 : 24966, 1722
0.3 : 25334, 1354
0.4 : 25334, 1354
0.5 : 25337, 1351
0.6 : 25337, 1351
0.7 : 25337, 1351
0.8 : 25337, 1351
0.9 : 24173, 2515
1 : 26688, 0
====================
2, [16, 1], relu
epoch: 0, loss: 0.2500181794166565
epoch: 1, loss: 0.2500148415565491
epoch: 2, loss: 0.25000205636024475
epoch: 3, loss: 0.2500198781490326
epoch: 4, loss: 0.2500060796737671
epoch: 5, loss: 0.2500201165676117
epoch: 6, loss: 0.25001078844070435
epoch: 7, loss: 0.2500167191028595
epoch: 8, loss: 0.25001806020736694
epoch: 9, loss: 0.25001370906829834
epoch: 10, loss: 0.2500106990337372
epoch: 11, loss: 0.250013530254364
epoch: 12, loss: 0.2500159442424774
epoch: 13, loss: 0.2500121593475342
epoch: 14, loss: 0.25001800060272217
epoch: 15, loss: 0.2500162422657013
epoch: 16, loss: 0.25000855326652527
epoch: 17, loss: 0.2500019967556
epoch: 18, loss: 0.25002169609069824
epoch: 19, loss: 0.25001463294029236
0 : 13344, 13344
0.1 : 13344, 13344
0.2 : 13344, 13344
0.3 : 13344, 13344
0.4 : 13344, 13344
0.5 : 13344, 13344
0.6 : 13344, 13344
0.7 : 13344, 13344
0.8 : 13344, 13344
0.9 : 13344, 13344
1 : 26688, 0
====================
2, [16, 2], relu
epoch: 0, loss: 0.059623125940561295
epoch: 1, loss: 0.04287343472242355
epoch: 2, loss: 0.04277362301945686
epoch: 3, loss: 0.04268472641706467
epoch: 4, loss: 0.04261116683483124
epoch: 5, loss: 0.042547598481178284
epoch: 6, loss: 0.04242715984582901
epoch: 7, loss: 0.04238901659846306
epoch: 8, loss: 0.04241851717233658
